page_titles,url,scraped_date,avg_product_price
The 7 Best Linen Sheets of 2021,https://www.thespruce.com/best-linen-bedding-4164592,2021-12-27,182.75
The 8 Best Room Dividers of 2021,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27,181.33333333333334
The 11 Best Nightstands of 2021,https://www.thespruce.com/best-nightstands-4165692,2021-12-27,181.07575757575756
The 8 Best Tools for Cutting Tile in 2021,https://www.thespruce.com/best-tools-for-cutting-ceramic-tile-1822775,2021-12-27,180.8
"After Two Days of Testing, We Found the 7 Best Mattress Toppers of 2021",https://www.thespruce.com/best-mattress-toppers-4109254,2021-12-27,178.75
The 8 Best Reciprocating Saws,https://www.thespruce.com/best-reciprocating-saws-4691100,2021-12-27,177.14285714285714
The 7 Best Paint Sprayers of 2021,https://www.thespruce.com/best-paint-sprayers-4151292,2021-12-27,173.38095238095238
The 8 Best Ceiling Fans of 2021,https://www.thespruce.com/best-ceiling-fans-4108334,2021-12-27,173.16666666666666
The 7 Best Vacuums at Walmart,https://www.thespruce.com/best-vacuums-at-walmart-4173210,2021-12-27,173.0952380952381
The 8 Best Train Sets for Kids in 2021,https://www.thespruce.com/best-train-sets-4155731,2021-12-27,173.07142857142858
The 8 Best Sandboxes of 2021,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27,172.83333333333334
"The 7 Best Shark Vacuums of 2021, Tested by The Spruce",https://www.thespruce.com/best-shark-vacuums-4176719,2021-12-27,172.14285714285714
The 8 Best Infrared Heaters of 2021,https://www.thespruce.com/best-infrared-heaters-4172732,2021-12-27,172.11904761904762
The 7 Best Outdoor Toys for 4-Year-Olds in 2021,https://www.thespruce.com/best-outdoor-toys-for-4-year-olds-4589023,2021-12-27,169.57142857142858
The 9 Best Cordless Drills of 2022,https://www.thespruce.com/best-cordless-drills-4143305,2021-12-27,168.2037037037037
The 9 Best Carpet Cleaners of 2021,https://www.thespruce.com/best-carpet-cleaners-to-buy-4107087,2021-12-27,165.70370370370372
The 8 Best Baseboard Heaters of 2021,https://www.thespruce.com/best-baseboard-heaters-4172078,2021-12-27,165.66666666666666
The 17 Best Anniversary Gifts of 2021,https://www.thespruce.com/best-anniversary-gifts-4159240,2021-12-27,164.76923076923077
The 6 Best Kid Wagons,https://www.thespruce.com/best-kid-wagons-4153330,2021-12-27,164.75
The 7 Best Mechanic Tool Sets of 2021,https://www.thespruce.com/best-mechanic-tool-sets-4151065,2021-12-27,161.28571428571428
The 16 Best Father’s Day Gifts of 2021,https://www.thespruce.com/best-fathers-day-gifts-4164037,2021-12-27,159.8846153846154
The 7 Best Weighted Blankets of 2021,https://www.thespruce.com/best-weighted-blankets-4163450,2021-12-27,159.58333333333331
The 6 Best Deck Boxes of 2021,https://www.thespruce.com/best-deck-boxes-4153548,2021-12-27,158.97222222222223
The 7 Best Quilts of 2021,https://www.thespruce.com/best-quilts-4158286,2021-12-27,158.16666666666666
The 9 Best Cordless Hedge Trimmers of 2021,https://www.thespruce.com/best-cordless-hedge-trimmers-4150699,2021-12-27,157.72222222222223
The 9 Best Woodworking Tools of 2021,https://www.thespruce.com/best-woodworking-tools-5094217,2021-12-27,156.81481481481484
The 14 Best Kitchen Sets for Kids of 2021,https://www.thespruce.com/best-kitchen-sets-for-kids-3256105,2021-12-27,155.11111111111111
The 7 Best Chainsaw Mills of 2021,https://www.thespruce.com/best-chainsaw-mills-4172474,2021-12-27,154.4
The 11 Best Office Decor Pieces of 2021,https://www.thespruce.com/best-office-decorations-4160090,2021-12-27,153.15
The 9 Best eReaders of 2021,https://www.thespruce.com/best-ereaders-5084876,2021-12-27,151.66666666666666
The 11 Best College Graduation Gifts of 2021,https://www.thespruce.com/best-college-graduation-gifts-4159229,2021-12-27,151.2
The 8 Best Shop Vacs of 2021,https://www.thespruce.com/best-shop-vacs-4151284,2021-12-27,150.875
The 10 Best Cornhole Boards of 2021,https://www.thespruce.com/best-cornhole-boards-4692538,2021-12-27,150.35
The 7 Best Bamboo Sheets of 2021,https://www.thespruce.com/best-bamboo-sheets-4154330,2021-12-27,150.25
The 8 Best Nail Guns of 2021,https://www.thespruce.com/best-nail-guns-4151068,2021-12-27,149.75
The 9 Best Lighting Fixtures for Bathrooms of 2021,https://www.thespruce.com/best-lighting-for-bathrooms-4705543,2021-12-27,149.22222222222223
The 8 Best Attic Fans of 2021,https://www.thespruce.com/best-attic-fans-4847296,2021-12-27,149.16666666666666
The 8 Best Kitchen Faucets of 2021,https://www.thespruce.com/best-kitchen-faucets-4169692,2021-12-27,148.33333333333334
The 12 Best Wedding Gifts of 2021,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27,148.25
The 8 Best Smart Thermostats of 2021,https://www.thespruce.com/best-smart-thermostats-4843988,2021-12-27,147.0
The 7 Best Wall Mirrors of 2021,https://www.thespruce.com/best-wall-mirrors-4155736,2021-12-27,143.5
The 9 Best Electronics for Kids in 2021,https://www.thespruce.com/best-electronics-for-kids-4150697,2021-12-27,143.38888888888889
The 11 Best Peel and Stick Removable Wallpapers of 2022,https://www.thespruce.com/best-removable-wallpaper-4165109,2021-12-27,142.25
The 9 Best Sheepskin Rugs of 2021,https://www.thespruce.com/best-sheepskin-rugs-to-buy-4153852,2021-12-27,142.16666666666666
The 8 Best Jump Starters of 2021,https://www.thespruce.com/best-jump-starters-with-air-compressors-4150483,2021-12-27,141.6875
The 8 Best Circular Saws of 2022,https://www.thespruce.com/best-circular-saws-4150003,2021-12-27,140.95238095238093
"After Two Days of Testing, We Found the 10 Best Bean Bag Chairs of 2021",https://www.thespruce.com/best-bean-bag-chairs-4173576,2021-12-27,139.52380952380952
The 9 Best Plug-In Light Fixtures of 2021,https://www.thespruce.com/best-plug-in-lighting-4155745,2021-12-27,138.75
The 8 Best Doorbell Cameras of 2021,https://www.thespruce.com/best-doorbell-cameras-4147384,2021-12-27,138.63888888888889
The 14 Best 25th Anniversary Gifts of 2021,https://www.thespruce.com/best-25th-anniversary-gifts-4158646,2021-12-27,137.75
The 11 Best LEGO Sets of 2021,https://www.thespruce.com/best-lego-sets-4150694,2021-12-27,136.96969696969697
The 7 Best Air Mattresses of 2021,https://www.thespruce.com/best-air-mattresses-4118583,2021-12-27,135.16666666666666
The 5 Best Toddler Beds,https://www.thespruce.com/best-toddler-beds-4165551,2021-12-27,135.125
"The 9 Best Organic Sheets of 2021, Tested by The Spruce",https://www.thespruce.com/best-organic-sheets-4153420,2021-12-27,133.4
The 7 Best Ceiling Fan Light Kits,https://www.thespruce.com/best-ceiling-fan-light-kits-4164415,2021-12-27,133.33333333333334
The 15 Best Gifts for a Busy Mom in 2021,https://www.thespruce.com/best-gifts-for-a-busy-mom-4113358,2021-12-27,133.0
The 10 Best Memory Foam Mattress Toppers of 2021,https://www.thespruce.com/best-memory-foam-mattress-toppers-4587071,2021-12-27,131.61666666666667
The 8 Best Vacuums for Carpets in 2021,https://www.thespruce.com/best-vacuum-for-carpet-4170065,2021-12-27,130.94444444444446
The 8 Best Corded Drills of 2021,https://www.thespruce.com/best-corded-drills-4174387,2021-12-27,128.76190476190476
The 30 Best Retirement Gifts of 2021,https://www.thespruce.com/best-retirement-gifts-4799011,2021-12-27,128.57936507936506
The 8 Best Angle Grinders of 2022,https://www.thespruce.com/best-angle-grinders-4178876,2021-12-27,128.5
The 8 Best Blackout Shades of 2022,https://www.thespruce.com/best-blackout-shades-5076802,2021-12-27,127.83333333333333
The 25 Gifts 15-Year-Old Boys Will Actually Use,https://www.thespruce.com/best-gifts-for-15-year-old-boys-4688398,2021-12-27,125.95238095238095
The 8 Best Ride-On Toys of 2021,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27,125.89583333333334
The 7 Best Kiddie Pools of 2021,https://www.thespruce.com/best-kiddie-pools-4163975,2021-12-27,125.19047619047618
The 9 Best Comforters of 2021,https://www.thespruce.com/best-comforters-to-buy-4072901,2021-12-27,124.94444444444444
The 11 Best Duvet Covers of 2021,https://www.thespruce.com/best-duvet-covers-4151200,2021-12-27,123.66666666666667
The Best Tool Deals of January 2022,https://www.thespruce.com/best-tool-deals-5115096,2021-12-27,123.30555555555556
The 8 Best 10-Year Anniversary Gifts,https://www.thespruce.com/best-10-year-anniversary-gifts-4154270,2021-12-27,122.8
The 8 Best Zero Gravity Chairs of 2021,https://www.thespruce.com/best-zero-gravity-chairs-4173637,2021-12-27,122.0
The 8 Best Lawn Aerators of 2021,https://www.thespruce.com/best-lawn-aerators-4153550,2021-12-27,121.69047619047619
The 8 Best Programmable Thermostats of 2021,https://www.thespruce.com/best-programmable-thermostats-4584175,2021-12-27,121.66666666666666
The 9 Best Handheld Vacuums of 2021,https://www.thespruce.com/best-handheld-vacuums-to-buy-4066047,2021-12-27,121.31481481481484
The 12 Best 15th Anniversary Gifts of 2021,https://www.thespruce.com/best-15th-anniversary-gifts-4158942,2021-12-27,120.5
"The 8 Best Cheap Vacuum Cleaners, Tested in Our Lab",https://www.thespruce.com/best-inexpensive-vacuum-cleaners-4062960,2021-12-27,120.33333333333334
The 10 Best Floor Lamps of 2021,https://www.thespruce.com/best-floor-lamps-4164630,2021-12-27,120.33333333333333
The 11 Best Bedside Lamps of 2021,https://www.thespruce.com/best-bedside-lamps-4799267,2021-12-27,120.2
The 14 Best Birthday Gifts for Men in 2021,https://www.thespruce.com/best-birthday-gifts-for-men-4159254,2021-12-27,120.0
The 8 Best Poufs of 2021,https://www.thespruce.com/best-poufs-4155737,2021-12-27,119.625
The 8 Best Impact Drivers of 2022,https://www.thespruce.com/best-impact-drivers-4173503,2021-12-27,119.10416666666667
The 9 Best Thermostats of 2021,https://www.thespruce.com/best-thermostats-4172532,2021-12-27,118.92592592592592
The 11 Best 12th Year Anniversary Gifts,https://www.thespruce.com/best-12th-year-anniversary-gifts-4158649,2021-12-27,118.6875
The 9 Best Hidden Cameras of 2021,https://www.thespruce.com/best-hidden-cameras-4150229,2021-12-27,117.6875
The 14 Best Dollhouses for Kids in 2021,https://www.thespruce.com/best-dollhouses-for-kids-3255372,2021-12-27,116.94444444444444
The 11 Best Recycling Bins of 2021,https://www.thespruce.com/best-recycling-bins-4842865,2021-12-27,116.8125
The 10 Best Fans of 2021,https://www.thespruce.com/best-fans-to-buy-4072914,2021-12-27,116.0
The 10 Best Art Easels for Your Creative Kid in 2021,https://www.thespruce.com/the-best-art-easels-for-kids-4092283,2021-12-27,115.0
The 8 Best Bathroom Faucets of 2021,https://www.thespruce.com/best-bathroom-faucets-4170067,2021-12-27,114.83333333333333
The 7 Best Laser Levels of 2021,https://www.thespruce.com/best-laser-levels-4150481,2021-12-27,113.04761904761904
The 8 Best Steam Cleaners of 2021,https://www.thespruce.com/best-steam-cleaners-4158672,2021-12-27,113.04166666666667
The 6 Best Over-the-Toilet Storage Units of 2021,https://www.thespruce.com/best-over-the-toilet-storage-4783728,2021-12-27,111.41666666666667
The 8 Best Hammocks of 2021,https://www.thespruce.com/best-hammocks-to-buy-4144592,2021-12-27,111.28571428571429
The 6 Best Bathroom Exhaust Fans of 2021,https://www.thespruce.com/best-bathroom-exhaust-fans-4689544,2021-12-27,110.75
The 8 Best Clothing Racks of 2021,https://www.thespruce.com/best-clothing-racks-5076879,2021-12-27,110.6875
The 20 Best Second Anniversary Gifts,https://www.thespruce.com/best-2nd-anniversary-gifts-4158667,2021-12-27,110.66666666666667
The 8 Best Tool Bags of 2021,https://www.thespruce.com/best-tool-bags-4175028,2021-12-27,109.78571428571429
The 6 Best High Thread-Count Sheets of 2021,https://www.thespruce.com/best-high-thread-count-sheets-4152973,2021-12-27,109.75
The Best Mailboxes,https://www.thespruce.com/best-mailboxes-4169639,2021-12-27,109.72222222222221
Best Barstools of 2021,https://www.thespruce.com/best-barstools-4159402,2021-12-27,109.7
The 7 Best Oscillating Tools of 2021,https://www.thespruce.com/best-oscillating-tools-4178706,2021-12-27,109.04761904761904
6 Best Storage Benches of 2022,https://www.thespruce.com/best-storage-benches-4154606,2021-12-27,109.0
The 15 Best 4th Year Anniversary Gifts of 2021,https://www.thespruce.com/best-4th-anniversary-gifts-4156504,2021-12-27,108.83333333333333
The 8 Best Folding Chairs of 2021,https://www.thespruce.com/best-folding-chairs-4160103,2021-12-27,108.3125
The 11 Best Pendant Lights of 2021,https://www.thespruce.com/best-pendant-lights-4160948,2021-12-27,108.08333333333334
The 12 Best Blankets of 2021,https://www.thespruce.com/best-blankets-4157559,2021-12-27,107.35
The 8 Best Outdoor Movie Screens of 2021,https://www.thespruce.com/best-outdoor-movie-screens-5076800,2021-12-27,107.08333333333333
The 7 Best Macrame Wall Hangings of 2021,https://www.thespruce.com/best-macrame-wall-hangings-4164198,2021-12-27,106.83333333333333
The 6 Best Track Lighting Kits for Your Home,https://www.thespruce.com/best-track-lighting-4164016,2021-12-27,105.94444444444444
The 16 Best Gifts for Teen Boys in 2021,https://www.thespruce.com/best-gifts-for-teen-boys-4150444,2021-12-27,105.91666666666667
The 7 Best DIY Countertop Refinishing Kits of 2021,https://www.thespruce.com/the-five-best-diy-countertop-refinishing-kits-3955792,2021-12-27,105.35714285714286
The 6 Best Eucalyptus Sheets of 2021,https://www.thespruce.com/best-eucalyptus-sheets-4797729,2021-12-27,105.33333333333333
The 9 Best Door Locks of 2021,https://www.thespruce.com/best-door-locks-4175031,2021-12-27,105.20370370370371
The 16 Best Birthday Gifts for Your Friend in 2021,https://www.thespruce.com/best-friend-birthday-gifts-4159255,2021-12-27,104.91666666666667
The 6 Best Percale Sheets of 2021,https://www.thespruce.com/best-percale-sheets-4584170,2021-12-27,104.875
"The 7 Best Foot Massagers of 2021, According to Testers",https://www.thespruce.com/best-foot-massagers-4153817,2021-12-27,104.08333333333333
The 8 Best Dustbusters of 2021,https://www.thespruce.com/best-dustbusters-4580666,2021-12-27,103.85416666666666
The 6 Best Steam Mops of 2021,https://www.thespruce.com/best-steam-mops-to-buy-4135598,2021-12-27,103.41666666666667
The 10 Best Bird Baths of 2021,https://www.thespruce.com/best-bird-baths-4158978,2021-12-27,103.25
The 8 Best Solar Pool Covers of 2021,https://www.thespruce.com/best-solar-pool-covers-4589688,2021-12-27,103.0
The 23 Best Ride-on Toys for Toddlers of 2021,https://www.thespruce.com/best-ride-on-toys-for-toddlers-4151070,2021-12-27,102.86231884057972
The 10 Best Pot Racks of 2022,https://www.thespruce.com/best-pot-racks-4154799,2021-12-27,102.78333333333335
The 7 Best Belt Sanders of 2022,https://www.thespruce.com/best-belt-sanders-4153398,2021-12-27,101.64285714285714
The 11 Best Christmas Inflatables of 2021,https://www.thespruce.com/best-christmas-inflatables-4153800,2021-12-27,101.45454545454545
The 14 Best Robes of 2021,https://www.thespruce.com/best-robes-4164677,2021-12-27,101.42307692307692
The 12 Best Indoor Outdoor Rugs of 2021,https://www.thespruce.com/best-indoor-outdoor-rugs-4155734,2021-12-27,101.0
The 6 Best Window Boxes of 2021,https://www.thespruce.com/best-window-boxes-4782256,2021-12-27,100.75
The 14 Best Throw Blankets of 2021,https://www.thespruce.com/best-throw-blankets-4153787,2021-12-27,100.5
The 35 Best Family Gifts in 2021,https://www.thespruce.com/best-gifts-for-the-whole-family-4172734,2021-12-27,100.48333333333333
The 12 Best Gifts for Home Improvers of 2021,https://www.thespruce.com/best-gifts-for-home-improvers-4113440,2021-12-27,99.88888888888889
The 8 Best Laptop Tables of 2021,https://www.thespruce.com/best-laptop-tables-5080271,2021-12-27,99.83333333333333
The 7 Best Barn Door Hardware Pieces of 2021,https://www.thespruce.com/best-barn-door-hardware-4775878,2021-12-27,99.58333333333333
The Best Dorm Room Deals To Shop for 2021,https://www.thespruce.com/best-dorm-sales-5197668,2021-12-27,99.22222222222221
The 8 Best Nightstand Charging Stations of 2021,https://www.thespruce.com/best-nightstand-charging-stations-4783893,2021-12-27,99.07142857142857
The 15 Best Birthday Gifts for Her in 2021,https://www.thespruce.com/best-birthday-gifts-for-her-4159437,2021-12-27,98.81818181818181
The 25 Best Christmas Decorations of 2021,https://www.thespruce.com/best-christmas-decorations-4149434,2021-12-27,98.16666666666667
The 8 Best Faux Fur Blankets of 2021,https://www.thespruce.com/best-faux-fur-blankets-4153821,2021-12-27,98.0
The 13 Best 40th Anniversary Gifts,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27,97.66666666666667
The 9 Best Outdoor Doormats of 2022,https://www.thespruce.com/best-outdoor-doormats-5080283,2021-12-27,97.6
The 30 Best Gifts for Dads in 2021,https://www.thespruce.com/best-gifts-for-dads-5075922,2021-12-27,97.39393939393939
The 8 Best Water Testing Kits of 2021,https://www.thespruce.com/best-water-testing-kits-4155794,2021-12-27,97.25
The 8 Best Fence Stains of 2021,https://www.thespruce.com/best-fence-stains-4772179,2021-12-27,96.5625
The 11 Best Holiday Dinnerware Sets of 2021,https://www.thespruce.com/best-holiday-dinnerware-sets-4152954,2021-12-27,96.45
The 13 Best Christmas Gifts for Her in 2021,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27,95.0
The 12 Best Desk Lamps of 2021 ,https://www.thespruce.com/best-desk-lamps-4165761,2021-12-27,94.16666666666667
The 9 Best Boho Bedding Pieces of 2021,https://www.thespruce.com/best-boho-bedding-4163343,2021-12-27,94.0625
The 7 Best Floor Pillows of 2021,https://www.thespruce.com/best-floor-pillows-4158857,2021-12-27,93.92857142857143
The 8 Best Memory Foam Pillows of 2021,https://www.thespruce.com/best-memory-foam-pillows-4159244,2021-12-27,93.91666666666667
The 10 Best Sheet Sets of 2021,https://www.thespruce.com/best-sheet-sets-4067676,2021-12-27,93.9
The 6 Best Toy Cars for Kids of 2021,https://www.thespruce.com/best-toy-cars-for-kids-4155717,2021-12-27,93.8
The 9 Best Step Stools of 2022,https://www.thespruce.com/best-step-stools-4153122,2021-12-27,93.0
The 15 Best 5-Year Anniversary Gifts of 2021,https://www.thespruce.com/best-5-year-anniversary-gift-4154556,2021-12-27,92.37037037037038
The 7 Best Mahjong Sets of 2021,https://www.thespruce.com/best-mahjong-sets-5181503,2021-12-27,92.16666666666667
The 15 Best Gifts for Dad in 2021,https://www.thespruce.com/best-gifts-for-dad-4160953,2021-12-27,91.86666666666666
The 6 Best Makeup Mirrors of 2021,https://www.thespruce.com/best-makeup-mirrors-4172046,2021-12-27,91.83333333333333
"The 8 Best Alarm Clocks of 2021, Tested by The Spruce",https://www.thespruce.com/best-alarm-clocks-4109050,2021-12-27,91.71428571428571
The 8 Best Portable Tool Boxes of 2021,https://www.thespruce.com/best-portable-tool-boxes-4151281,2021-12-27,90.91666666666667
The 9 Best Upholstery Cleaners of 2021,https://www.thespruce.com/best-upholstery-cleaners-4177174,2021-12-27,89.8125
The 19 Best Housewarming Gifts of 2021,https://www.thespruce.com/best-housewarming-gifts-4159447,2021-12-27,88.625
The 6 Best Hotel Style Sheets of 2021,https://www.thespruce.com/best-hotel-style-sheets-4155738,2021-12-27,88.0
The 9 Best Linen Tablecloths of 2021,https://www.thespruce.com/best-linen-tablecloths-4173616,2021-12-27,86.52380952380953
The 4 Best Electric Blankets of 2021,https://www.thespruce.com/best-electric-blankets-4136731,2021-12-27,86.25
The 4 Best Car Seat Cushions of 2021,https://www.thespruce.com/best-car-seat-cushions-4771556,2021-12-27,84.33333333333333
The 6 Best Beach Chairs of 2021,https://www.thespruce.com/best-beach-chairs-5113146,2021-12-27,84.3
The 11 Best Comforter Sets of 2021,https://www.thespruce.com/best-comforter-sets-4169426,2021-12-27,84.25
The 14 Best Gifts from Black-Owned Businesses in 2021,https://www.thespruce.com/best-gifts-from-black-owned-businesses-5088281,2021-12-27,84.25
The 10 Best Dartboards,https://www.thespruce.com/best-dartboards-4174517,2021-12-27,83.37037037037037
The 6 Best Weed Killers of 2021,https://www.thespruce.com/best-weed-killers-4173508,2021-12-27,83.19444444444444
The 8 Best Kitchen Lights of 2021,https://www.thespruce.com/best-kitchen-lights-4156223,2021-12-27,82.75
The 10 Best Patio Gifts of 2021,https://www.thespruce.com/best-patio-gifts-4163977,2021-12-27,82.66666666666667
The 7 Best Home Lamps of 2021,https://www.thespruce.com/best-home-lamps-4091373,2021-12-27,82.42857142857143
The 13 Best Gifts for Law Students in 2021,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27,82.36363636363636
The 9 Best Toy Storage Solutions of 2022,https://www.thespruce.com/best-toy-storage-4155599,2021-12-27,82.33333333333333
The 8 Best Pool Floats of 2021,https://www.thespruce.com/best-pool-floats-5113777,2021-12-27,81.9375
The 7 Best TV Trays of 2021,https://www.thespruce.com/best-tv-trays-5080274,2021-12-27,81.6
The 15 Best Gifts for Doctors in 2021,https://www.thespruce.com/best-gifts-for-doctors-4843947,2021-12-27,81.0
The 8 Best Rug Pads of 2021,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27,80.91666666666666
The 15 Best 20th Anniversary Gifts,https://www.thespruce.com/best-20th-anniversary-gifts-4158936,2021-12-27,80.6
The 15 Best Gifts for Mothers-in-Law of 2021,https://www.thespruce.com/best-gifts-for-mother-in-law-4173200,2021-12-27,80.5
The 8 Best Cooling Pillows of 2021,https://www.thespruce.com/best-cooling-pillows-4155298,2021-12-27,80.5
The 16 Best Anniversary Gifts for Him in 2021,https://www.thespruce.com/best-anniversary-gift-for-him-4158708,2021-12-27,79.91666666666667
The 16 Best Gifts for Tweens in 2021,https://www.thespruce.com/best-gifts-for-preteens-4150383,2021-12-27,79.87179487179486
The 9 Best Flannel Sheets of 2021,https://www.thespruce.com/best-flannel-sheets-4152000,2021-12-27,78.57142857142857
The 12 Best Gifts for 14-Year-Old Boys in 2021,https://www.thespruce.com/best-gifts-for-14-year-old-boys-4688323,2021-12-27,78.30303030303031
The 9 Best Educational Electronic Toys for All Ages ,https://www.thespruce.com/best-electronic-toys-4148087,2021-12-27,78.0625
The 10 Best Lawn Games of 2021,https://www.thespruce.com/best-lawn-games-4154373,2021-12-27,78.05555555555556
The 8 Best Canvas Prints of 2021,https://www.thespruce.com/best-canvas-prints-4169694,2021-12-27,78.0
The 15 Best Holiday Decor Wreaths of 2021,https://www.thespruce.com/best-holiday-wreaths-4150414,2021-12-27,77.92857142857143
The 8 Best Backpacks for College of 2021,https://www.thespruce.com/best-backpacks-for-college-4165366,2021-12-27,77.22222222222221
The 5 Best Pillows for Combination Sleepers of 2021,https://www.thespruce.com/best-pillows-for-combination-sleepers-4164670,2021-12-27,77.16666666666667
The 11 Best Kitchen Trash Cans of 2022,https://www.thespruce.com/best-kitchen-trash-cans-4175959,2021-12-27,76.78333333333333
The 13 Best Slippers for Women in 2021,https://www.thespruce.com/best-slippers-for-women-4845992,2021-12-27,76.27272727272727
The 12 Best Preschool Graduation Gifts of 2021,https://www.thespruce.com/best-preschool-graduation-gifts-4159397,2021-12-27,76.10606060606061
The 24 Best Gifts for Teenagers in 2021,https://www.thespruce.com/best-gifts-to-buy-for-teens-4150397,2021-12-27,76.02941176470588
The 16 Best Toys for a 10-Year-Old,https://www.thespruce.com/best-toys-for-a-10-year-old-4169512,2021-12-27,75.78888888888888
The 8 Best Car Vacuums of 2021,https://www.thespruce.com/best-car-vacuums-4171267,2021-12-27,75.64285714285714
The 8 Best Toilet Seats of 2021,https://www.thespruce.com/best-toilet-seats-4153537,2021-12-27,75.4375
The 20 Best Engagement Gifts,https://www.thespruce.com/best-engagement-gifts-4175932,2021-12-27,75.08333333333333
The 6 Best Skateboards of 2021,https://www.thespruce.com/best-skateboards-3002842,2021-12-27,74.2
The 20 Best Gifts for 12-Year-Old Boys of 2021,https://www.thespruce.com/best-gifts-for-12-year-old-boys-4689247,2021-12-27,73.28947368421052
The 10 Best Blinds of 2022,https://www.thespruce.com/best-blinds-4178345,2021-12-27,73.25
The 7 Best Folding Tables,https://www.thespruce.com/best-folding-tables-4159050,2021-12-27,73.04761904761905
The 8 Best Chainsaw Sharpeners of 2021,https://www.thespruce.com/best-chainsaw-sharpeners-5089779,2021-12-27,73.0
The 19 Best Gifts for 7-Year-Old Boys in 2021,https://www.thespruce.com/best-gifts-for-7-year-old-boys-4150333,2021-12-27,72.15789473684211
The 7 Best Random Orbital Sanders of 2022,https://www.thespruce.com/best-random-orbital-sanders-4146660,2021-12-27,72.09523809523809
The 40 Best Gifts for Women in 2021,https://www.thespruce.com/best-gifts-for-her-4155127,2021-12-27,71.56818181818181
The 8 Best Steam Irons of 2021,https://www.thespruce.com/best-steam-irons-to-buy-4136768,2021-12-27,70.875
The 11 Best Christmas Garlands of 2021,https://www.thespruce.com/best-christmas-garlands-5080287,2021-12-27,70.85714285714286
The 8 Best Floor Cleaning Supplies of 2021,https://www.thespruce.com/best-floor-cleaning-supplies-4106561,2021-12-27,70.71428571428571
The 7 Best Jewelry Organizers of 2021,https://www.thespruce.com/best-jewelry-organizers-4154558,2021-12-27,70.71428571428571
The 10 Best Gutter Guards of 2021,https://www.thespruce.com/best-gutter-guards-5089777,2021-12-27,70.47916666666667
The 10 Best Washable Rugs of 2021,https://www.thespruce.com/best-washable-rugs-5115142,2021-12-27,70.45238095238095
The 30 Best Birthday Gifts in 2021,https://www.thespruce.com/best-birthday-gifts-5087204,2021-12-27,70.08730158730158
The 10 Best Candle Holders of 2021,https://www.thespruce.com/best-candle-holders-5080286,2021-12-27,69.4
The 6 Best Ironing Boards of 2021,https://www.thespruce.com/best-ironing-boards-4152975,2021-12-27,68.91666666666667
The 8 Best Gardening Shoes of 2021,https://www.thespruce.com/best-gardening-shoes-4798636,2021-12-27,68.85714285714286
The 8 Best Home Gym Floors of 2021,https://www.thespruce.com/best-home-gym-floors-4155610,2021-12-27,68.79166666666666
The 7 Best Woven Baskets of 2021,https://www.thespruce.com/best-woven-baskets-4164015,2021-12-27,68.5
"The 11 Best Slippers of 2021, According to Testers",https://www.thespruce.com/best-slippers-to-buy-4079578,2021-12-27,67.72222222222223
The 15 Best Slippers for Men in 2021,https://www.thespruce.com/best-slippers-for-men-4843457,2021-12-27,67.41666666666667
The 5 Best Gas Cans,https://www.thespruce.com/best-gas-cans-4171688,2021-12-27,67.4
The 8 Best Slipcovers of 2022,https://www.thespruce.com/best-slipcovers-4172215,2021-12-27,67.21428571428571
The 8 Best Squirrel-Proof Bird Feeders of 2021,https://www.thespruce.com/best-squirrel-proof-bird-feeders-4173490,2021-12-27,67.10416666666667
The 8 Best Fake Plants of 2021,https://www.thespruce.com/best-fake-plants-4154198,2021-12-27,66.4
The 9 Best Spray Mops of 2021,https://www.thespruce.com/best-spray-mops-5076880,2021-12-27,66.22222222222223
The 25 Best Gifts for Mom in 2021,https://www.thespruce.com/best-gifts-for-mom-5076327,2021-12-27,66.12878787878788
The 6 Best Egyptian Cotton Sheets of 2021,https://www.thespruce.com/best-egyptian-cotton-sheets-4175260,2021-12-27,65.66666666666667
The 9 Best Backpacks of 2021,https://www.thespruce.com/best-backpacks-4164595,2021-12-27,65.46666666666667
The 12 Best Planters of 2021,https://www.thespruce.com/best-planters-4154454,2021-12-27,64.9090909090909
The 9 Best Wall Clocks of 2021,https://www.thespruce.com/best-wall-clocks-4165158,2021-12-27,64.71428571428571
The 17 Best Toys for 10-Year-Old Boys in 2021,https://www.thespruce.com/best-toys-for-10-year-old-boys-4151100,2021-12-27,64.68627450980392
The 11 Best Plant Stands of 2021,https://www.thespruce.com/best-plant-stands-5092041,2021-12-27,64.66666666666667
The 18 Best Toys for Toddler Boys in 2021,https://www.thespruce.com/best-toys-to-buy-for-toddler-boys-4151074,2021-12-27,63.84259259259258
The 12 Best Chess Sets of 2021,https://www.thespruce.com/best-chess-sets-4685182,2021-12-27,63.54545454545455
The 15 Best Gifts for Medical Students in 2021,https://www.thespruce.com/best-gifts-for-med-students-4156518,2021-12-27,63.5
The 17 Best Gifts for 11-Year-Old Boys in 2021,https://www.thespruce.com/best-gifts-for-11-year-old-boys-4152888,2021-12-27,62.970588235294116
